date,open,high,low,close,volume
2021-12-27,375.14,376.61,373.70,375.16,40720752
2021-12-28,374.07,375.57,372.57,374.08,42560623
2021-12-29,373.03,374.52,371.55,373.04,44241287
2021-12-30,372.05,373.46,370.64,372.05,35720423
2021-12-31,371.14,372.43,369.86,371.15,36968242
2022-01-03,370.33,371.44,369.22,370.33,37969334
2022-01-04,369.63,370.52,368.74,369.63,38723632
2022-01-05,369.06,369.69,368.42,369.06,39246413
2022-01-06,368.62,368.98,368.26,368.62,39567348
2022-01-07,368.33,368.40,368.26,368.33,39728657
2022-01-10,368.20,368.43,367.96,368.19,39782487
2022-01-11,368.21,368.72,367.69,368.20,40212334
2022-01-12,368.38,369.16,367.59,368.37,42193953
2022-01-13,368.70,369.71,367.67,368.68,34101339
2022-01-14,369.16,370.37,367.94,369.14,35878073
2022-01-17,369.76,371.11,368.39,369.74,37475863
2022-01-18,370.48,371.92,369.01,370.46,38857540
2022-01-19,371.30,372.79,369.80,371.29,39999374
2022-01-20,372.22,373.69,370.74,372.20,40892546
2022-01-21,373.22,374.60,371.81,373.20,41543699
2022-01-24,374.26,375.51,373.00,374.24,41974521
2022-01-25,375.34,376.40,374.26,375.32,42220403
2022-01-26,376.43,377.26,375.58,376.41,42328230
2022-01-27,377.50,378.07,376.92,377.49,32353474
2022-01-28,378.54,378.82,378.25,378.53,33643258
2022-01-31,379.53,379.55,379.49,379.51,35599996
2022-02-01,380.43,380.76,380.09,380.42,37457254
2022-02-02,381.24,381.86,380.61,381.23,39161732
2022-02-03,381.94,382.82,381.04,381.92,40669629
2022-02-04,382.50,383.62,381.38,382.49,41949366
2022-02-07,382.93,384.23,381.61,382.92,42983551
2022-02-08,383.20,384.63,381.75,383.19,43770057
2022-02-09,383.31,384.83,381.79,383.31,44322160
2022-02-10,383.27,384.80,381.73,383.26,34667707
2022-02-11,383.06,384.55,381.58,383.06,34847389
2022-02-14,382.71,384.09,381.33,382.71,34912209
2022-02-15,382.20,383.43,380.98,382.21,35079687
2022-02-16,381.57,382.59,380.55,381.58,37066629
2022-02-17,380.81,381.59,380.04,380.82,38987254
2022-02-18,379.95,380.45,379.46,379.96,40784320
2022-02-21,379.00,379.21,378.81,379.02,42408271
2022-02-22,377.99,378.12,377.88,378.01,43820312
2022-02-23,376.94,377.37,376.53,376.96,44994824
2022-02-24,375.86,376.58,375.18,375.89,35920958
2022-02-25,374.79,375.76,373.86,374.83,36603306
2022-02-28,373.75,374.93,372.61,373.79,37061617
2022-03-01,372.76,374.11,371.45,372.80,37329572
2022-03-02,371.84,373.30,370.41,371.88,37452685
2022-03-03,371.00,372.53,369.53,371.05,37485477
2022-03-04,370.28,371.80,368.81,370.33,38511914
2022-03-07,369.68,371.14,368.27,369.73,40477478
2022-03-08,369.22,370.57,367.92,369.27,42351180
2022-03-09,368.91,370.09,367.78,368.96,44078696
2022-03-10,368.75,369.73,367.84,368.81,35614794
2022-03-11,368.76,369.49,368.09,368.82,36926142
2022-03-14,368.93,369.39,368.54,369.00,37993381
2022-03-15,369.26,369.43,369.16,369.33,38812331
2022-03-16,369.76,370.03,369.56,369.83,39394249
2022-03-17,370.40,370.97,369.92,370.48,39765128
2022-03-18,371.20,372.03,370.44,371.28,39964086
2022-03-21,372.12,373.20,371.13,372.21,40040926
2022-03-22,373.16,374.45,371.96,373.25,40053046
2022-03-23,374.30,375.75,372.95,374.39,41938131
2022-03-24,375.52,377.08,374.07,375.62,33870980
2022-03-25,376.81,378.41,375.30,376.90,35687501
2022-03-28,378.13,379.72,376.63,378.23,37336926
2022-03-29,379.46,380.99,378.04,379.57,38778877
2022-03-30,380.79,382.18,379.50,380.89,39985876
2022-03-31,382.09,383.30,380.98,382.19,40945053
2022-04-01,383.33,384.31,382.45,383.44,41658945
2022-04-04,384.49,385.22,383.88,384.60,42145341
2022-04-05,385.56,385.99,385.24,385.67,42436176
2022-04-06,386.51,386.64,386.50,386.63,42575540
2022-04-07,387.34,387.74,387.04,387.45,32616946
2022-04-08,388.01,388.72,387.42,388.13,33380007
2022-04-11,388.53,389.51,387.67,388.65,35353333
2022-04-12,388.89,390.11,387.79,389.01,37242516
2022-04-13,389.09,390.50,387.78,389.20,38992270
2022-04-14,389.11,390.68,387.67,389.23,40555979
2022-04-15,388.98,390.63,387.45,389.10,41898594
2022-04-18,388.69,390.36,387.14,388.81,42998814
2022-04-19,388.26,389.89,386.74,388.37,43850407
2022-04-20,387.69,389.22,386.28,387.81,44462600
2022-04-21,387.01,388.39,385.75,387.13,34859505
2022-04-22,386.24,387.40,385.18,386.35,35078620
2022-04-25,385.39,386.30,384.58,385.50,35168497
2022-04-26,384.48,385.12,383.95,384.59,35185722
2022-04-27,383.55,383.88,383.32,383.65,36808599
2022-04-28,382.61,382.78,382.53,382.71,38752646
2022-04-29,381.68,382.15,381.30,381.78,40587723
2022-05-02,380.79,381.55,380.13,380.88,42261907
2022-05-03,379.96,380.97,379.04,380.05,43733282
2022-05-04,379.21,380.44,378.07,379.30,44972539
2022-05-05,378.55,379.95,377.24,378.64,35964803
2022-05-06,378.01,379.53,376.58,378.10,36710554
2022-05-09,377.60,379.18,376.10,377.68,37225602
2022-05-10,377.33,378.91,375.82,377.41,37540097
2022-05-11,377.20,378.73,375.75,377.28,37696661
2022-05-12,377.23,378.64,375.89,377.30,37747735
2022-05-13,377.41,378.66,376.24,377.48,38247681
2022-05-16,377.75,378.78,376.78,377.81,40227698
2022-05-17,378.23,379.01,377.52,378.29,42131383
2022-05-18,378.86,379.36,378.42,378.92,43902548
2022-05-19,379.62,379.82,379.48,379.68,35493247
2022-05-20,380.50,380.72,380.34,380.55,36866753
2022-05-23,381.49,382.00,381.03,381.54,37999843
2022-05-24,382.57,383.35,381.82,382.61,38884242
2022-05-25,383.71,384.75,382.72,383.75,39527138
2022-05-26,384.91,386.16,383.69,384.94,39950733
2022-05-27,386.12,387.54,384.74,386.16,40190866
2022-05-30,387.35,388.87,385.85,387.38,40294782
2022-05-31,388.55,390.12,386.99,388.57,40318194
2022-06-01,389.70,391.27,388.16,389.72,41678177
2022-06-02,390.79,392.28,389.31,390.81,33632383
2022-06-03,391.79,393.15,390.44,391.80,35485095
2022-06-06,392.68,393.85,391.51,392.69,37183296
2022-06-07,393.44,394.38,392.50,393.45,38683575
2022-06-08,394.05,394.72,393.39,394.06,39954827
2022-06-09,394.52,394.89,394.15,394.52,40980187
2022-06-10,394.81,394.87,394.76,394.81,41758078
2022-06-13,394.94,395.20,394.68,394.94,42302311
2022-06-14,394.89,395.45,394.32,394.88,42641221
2022-06-15,394.67,395.51,393.81,394.66,42815913
2022-06-16,394.28,395.37,393.17,394.27,32877701
2022-06-17,393.73,395.02,392.42,393.72,33115082
2022-06-20,393.03,394.47,391.57,393.02,35100711
2022-06-21,392.20,393.73,390.65,392.18,37017902
2022-06-22,391.25,392.82,389.67,391.23,38809631
2022-06-23,390.21,391.74,388.66,390.19,40426670
2022-06-24,389.09,390.53,387.64,389.07,41830655
2022-06-27,387.92,389.21,386.62,387.91,42996468
2022-06-28,386.73,387.81,385.63,386.71,43913801
2022-06-29,385.53,386.37,384.67,385.51,44587792
2022-06-30,384.36,384.92,383.77,384.34,35038712
2022-07-01,383.22,383.49,382.94,383.21,35300699
2022-07-04,382.16,382.20,382.10,382.14,35419640
2022-07-05,381.18,381.52,380.82,381.16,35450315
2022-07-06,380.31,380.94,379.67,380.29,36547008
2022-07-07,379.56,380.45,378.66,379.54,38510322
2022-07-08,378.95,380.06,377.82,378.93,40379731
2022-07-11,378.49,379.78,377.18,378.47,42101179
2022-07-12,378.18,379.60,376.75,378.17,43629812
2022-07-13,378.04,379.53,376.53,378.03,44932760
2022-07-14,378.06,379.57,376.54,378.05,35991189
2022-07-15,378.25,379.71,376.77,378.24,36801464
2022-07-18,378.60,379.96,377.23,378.59,37375383
2022-07-19,379.10,380.30,377.89,379.09,37739437
2022-07-20,379.74,380.74,378.74,379.74,37933166
2022-07-21,380.52,381.28,379.77,380.53,38006700
2022-07-22,381.42,381.90,380.94,381.43,38017642
2022-07-25,382.42,382.61,382.24,382.43,39972512
2022-07-26,383.50,383.64,383.37,383.51,41902200
2022-07-27,384.64,385.08,384.21,384.65,43713619
2022-07-28,385.82,386.55,385.10,385.83,35356318
2022-07-29,387.01,388.01,386.04,387.03,36790338
2022-08-01,388.20,389.42,387.00,388.22,37988693
2022-08-02,389.35,390.76,387.98,389.38,38939050
2022-08-03,390.46,391.99,388.96,390.49,39644496
2022-08-04,391.48,393.08,389.92,391.52,40123345
2022-08-05,392.42,394.01,390.86,392.45,40407999
2022-08-08,393.23,394.77,391.74,393.28,40542936
2022-08-09,393.92,395.34,392.55,393.97,40581940
2022-08-10,394.47,395.71,393.27,394.52,41415237
2022-08-11,394.86,395.89,393.90,394.92,33386597
2022-08-12,395.10,395.86,394.40,395.16,35271746
2022-08-15,395.17,395.64,394.77,395.24,37015648
2022-08-16,395.09,395.25,394.99,395.15,38572052
2022-08-17,394.85,395.14,394.62,394.92,39906363
2022-08-18,394.45,395.06,393.93,394.53,40997795
2022-08-19,393.93,394.81,393.12,394.00,41840664
2022-08-22,393.28,394.42,392.21,393.36,42444739
2022-08-23,392.52,393.87,391.25,392.60,42834636
2022-08-24,391.67,393.18,390.25,391.76,43048290
2022-08-25,390.76,392.37,389.24,390.85,33134590
2022-08-26,389.81,391.46,388.25,389.90,33150348
2022-08-29,388.83,390.46,387.30,388.92,34843242
2022-08-30,387.86,389.40,386.41,387.95,36784403
2022-08-31,386.91,388.31,385.61,387.01,38614620
2022-09-01,386.01,387.22,384.90,386.11,40282271
2022-09-02,385.18,386.16,384.31,385.29,41745847
2022-09-05,384.45,385.15,383.85,384.55,42976525
2022-09-06,383.82,384.23,383.51,383.93,43959961
2022-09-07,383.32,383.43,383.31,383.42,44697186
2022-09-08,382.95,383.37,382.65,383.06,35204538
2022-09-09,382.74,383.45,382.14,382.85,35512647
2022-09-12,382.68,383.66,381.82,382.80,35664532
2022-09-13,382.79,384.00,381.69,382.91,35712924
2022-09-14,383.07,384.47,381.78,383.18,36283008
2022-09-15,383.50,385.05,382.07,383.62,38261346
2022-09-16,384.10,385.73,382.59,384.22,40161259
2022-09-19,384.85,386.51,383.31,384.97,41926796
2022-09-20,385.75,387.37,384.24,385.86,43510359
2022-09-21,386.77,388.29,385.36,386.89,44875664
2022-09-22,387.91,389.28,386.65,388.02,35999999
2022-09-23,389.14,390.31,388.09,389.26,36875634
2022-09-26,390.45,391.37,389.65,390.57,37510301
2022-09-27,391.82,392.46,391.29,391.93,37926714
2022-09-28,393.21,393.55,392.99,393.32,38161158
2022-09-29,394.61,394.82,394.52,394.73,38261232
2022-09-30,396.00,396.51,395.60,396.11,38282888
2022-10-03,397.34,398.15,396.64,397.45,39713043
2022-10-04,398.62,399.70,397.65,398.73,41664642
2022-10-05,399.81,401.12,398.60,399.91,43512741
2022-10-06,400.89,402.39,399.49,400.99,35204610
2022-10-07,401.84,403.47,400.31,401.94,36697232
2022-10-10,402.65,404.35,401.05,402.74,37959978
2022-10-11,403.29,405.00,401.69,403.39,38976512
2022-10-12,403.77,405.41,402.22,403.86,39745805
2022-10-13,404.07,405.59,402.65,404.16,40282202
2022-10-14,404.20,405.53,402.95,404.28,40614528
2022-10-17,404.14,405.24,403.12,404.22,40784296
2022-10-18,403.91,404.74,403.16,403.99,40843124
2022-10-19,403.51,404.04,403.06,403.59,41150468
2022-10-20,402.96,403.17,402.83,403.03,33134706
2022-10-21,402.27,402.52,402.08,402.33,35048393
2022-10-24,401.45,402.01,400.95,401.51,36834721
2022-10-25,400.53,401.38,399.74,400.59,38444800
2022-10-26,399.53,400.64,398.48,399.59,39840697
2022-10-27,398.47,399.79,397.21,398.52,40997799
2022-10-28,397.38,398.86,395.95,397.43,41906337
2022-10-31,396.28,397.86,394.75,396.32,42571998
2022-11-01,395.19,396.81,393.61,395.23,43015569
2022-11-02,394.14,395.74,392.58,394.18,43271647
2022-11-03,393.15,394.67,391.67,393.19,33386484
2022-11-04,392.25,393.62,390.91,392.27,33415117
2022-11-07,391.44,392.62,390.29,391.47,34582059
2022-11-08,390.76,391.69,389.84,390.78,36543047
2022-11-09,390.20,390.86,389.56,390.22,38408095
2022-11-10,389.79,390.15,389.44,389.80,40123420
2022-11-11,389.53,389.58,389.49,389.54,41644545
2022-11-14,389.43,389.71,389.16,389.44,42939071
2022-11-15,389.49,390.07,388.92,389.50,43988684
2022-11-16,389.72,390.56,388.87,389.72,44790299
2022-11-17,390.09,391.18,389.00,390.09,35356253
2022-11-18,390.62,391.91,389.32,390.61,35713531
2022-11-21,391.28,392.73,389.83,391.28,35902094
2022-11-22,392.08,393.61,390.53,392.07,35972395
2022-11-23,392.98,394.55,391.40,392.97,36017763
2022-11-24,393.97,395.52,392.42,393.96,38006816
2022-11-25,395.04,396.50,393.58,395.03,39933271
2022-11-28,396.16,397.47,394.84,396.15,41739525
2022-11-29,397.32,398.42,396.20,397.30,43375448
2022-11-30,398.47,399.33,397.60,398.45,44801502
2022-12-01,399.61,400.18,399.02,399.59,35991197
2022-12-02,400.71,400.97,400.42,400.69,36932738
2022-12-05,401.74,401.79,401.66,401.72,37629761
2022-12-06,402.68,403.05,402.29,402.66,38101103
2022-12-07,403.52,404.20,402.82,403.50,38379634
2022-12-08,404.23,405.19,403.25,404.21,38510210
2022-12-09,404.80,406.00,403.58,404.78,38546889
2022-12-12,405.22,406.61,403.81,405.20,39450435
2022-12-13,405.47,407.00,403.92,405.45,41419753
2022-12-14,405.56,407.16,403.93,405.54,43300798
2022-12-15,405.47,407.09,403.84,405.45,35038790
2022-12-16,405.21,406.78,403.64,405.20,36587846
2022-12-19,404.79,406.24,403.33,404.78,37913826
2022-12-20,404.22,405.49,402.93,404.21,38996463
2022-12-21,403.50,404.55,402.44,403.49,39830620
2022-12-22,402.65,403.44,401.86,402.65,40426607
2022-12-23,401.70,402.18,401.20,401.69,40809545
2022-12-26,400.65,400.82,400.47,400.65,41017798
2022-12-27,399.54,399.68,399.39,399.54,41100595
2022-12-28,398.38,398.84,397.92,398.38,41114962
2022-12-29,397.20,397.96,396.45,397.21,32877818
2022-12-30,396.03,397.05,395.02,396.04,34816021
2023-01-02,394.89,396.13,393.66,394.90,36641312
2023-01-03,393.80,395.21,392.40,393.81,38302379
2023-01-04,392.78,394.31,391.27,392.80,39758120
2023-01-05,391.87,393.45,390.30,391.89,40980199
2023-01-06,391.07,392.65,389.51,391.09,41954809
2023-01-09,390.40,391.91,388.92,390.43,42683528
2023-01-10,389.88,391.26,388.52,389.91,43183223
2023-01-11,389.51,390.72,388.34,389.55,43485000
2023-01-12,389.32,390.30,388.37,389.36,33632273
2023-01-13,389.29,390.01,388.61,389.34,33678058
2023-01-16,389.44,389.88,389.05,389.49,34318314
2023-01-17,389.76,389.89,389.68,389.82,36294896
2023-01-18,390.25,390.54,390.02,390.31,38190967
2023-01-19,390.91,391.50,390.37,390.97,39950815
2023-01-20,391.71,392.60,390.89,391.78,41527195
2023-01-23,392.65,393.79,391.58,392.72,42884271
2023-01-24,393.72,395.08,392.44,393.79,43999842
2023-01-25,394.89,396.41,393.45,394.97,44866723
2023-01-26,396.15,397.78,394.60,396.23,35493189
2023-01-27,397.47,399.14,395.88,397.55,35902465
2023-01-30,398.83,400.48,397.26,398.91,36131281
2023-01-31,400.20,401.78,398.71,400.29,36227583
2023-02-01,401.56,403.00,400.22,401.66,36247561
2023-02-02,402.90,404.14,401.75,402.99,37747853
2023-02-03,404.17,405.17,403.27,404.27,39696770
2023-02-06,405.36,406.09,404.74,405.47,41540190
2023-02-07,406.45,406.87,406.14,406.56,43225673
2023-02-08,407.42,407.55,407.41,407.53,44710599
2023-02-09,408.26,408.71,407.92,408.37,35964819
2023-02-10,408.94,409.70,408.29,409.05,36972525
2023-02-13,409.46,410.51,408.52,409.58,37733238
2023-02-14,409.81,411.11,408.63,409.93,38261837
2023-02-15,409.99,411.50,408.60,410.11,38587631
2023-02-16,410.00,411.65,408.46,410.12,38752538
2023-02-17,409.84,411.58,408.22,409.96,38808481
2023-02-20,409.52,411.28,407.88,409.64,39185843
2023-02-21,409.05,410.76,407.46,409.17,41168612
2023-02-22,408.45,410.05,406.97,408.57,43078723
2023-02-23,407.73,409.17,406.42,407.85,34859590
2023-02-24,406.92,408.13,405.83,407.04,36462660
2023-02-27,406.03,406.98,405.20,406.15,37850439
2023-02-28,405.09,405.74,404.56,405.21,38998817
2023-03-01,404.12,404.45,403.90,404.24,39898567
2023-03-02,403.14,403.37,403.04,403.26,40555923
2023-03-03,402.19,402.73,401.77,402.31,40992190
2023-03-06,401.28,402.12,400.56,401.40,41242416
2023-03-07,400.44,401.55,399.45,400.55,41353220
2023-03-08,399.69,401.02,398.47,399.80,41379887
2023-03-09,399.04,400.55,397.64,399.15,32617065
2023-03-10,398.52,400.14,397.00,398.62,34575651
2023-03-13,398.13,399.82,396.55,398.23,36436271
2023-03-14,397.89,399.58,396.31,398.00,38145416
2023-03-15,397.81,399.44,396.29,397.91,39658993
2023-03-16,397.90,399.39,396.50,397.99,40945072
2023-03-17,398.14,399.46,396.92,398.24,41985866
2023-03-20,398.55,399.64,397.56,398.64,42778838
2023-03-21,399.12,399.94,398.39,399.21,43336860
2023-03-22,399.84,400.36,399.41,399.93,43687412
2023-03-23,400.71,400.91,400.59,400.79,33870874
2023-03-24,401.69,401.97,401.49,401.77,33938013
2023-03-27,402.79,403.38,402.28,402.87,34053167
2023-03-28,403.99,404.87,403.18,404.06,36041042
2023-03-29,405.25,406.39,404.17,405.32,37964191
2023-03-30,406.56,407.92,405.26,406.63,39765216
2023-03-31,407.90,409.43,406.43,407.96,41394312
2023-04-03,409.24,410.88,407.65,409.29,42812367
2023-04-04,410.55,412.24,408.91,410.60,43993388
2023-04-05,411.81,413.49,410.19,411.86,44926119
2023-04-06,413.00,414.60,411.46,413.05,35614743
2023-04-07,414.10,415.55,412.69,414.14,36078619
2023-04-10,415.07,416.32,413.86,415.11,36351082
2023-04-11,415.91,416.91,414.95,415.94,36477366
2023-04-12,416.60,417.30,415.92,416.62,36511794
2023-04-13,417.11,417.50,416.75,417.14,37485597
2023-04-14,417.45,417.50,417.42,417.47,39452797
2023-04-17,417.61,417.93,417.30,417.63,41329670
2023-04-18,417.58,418.22,416.96,417.59,43061695
2023-04-19,417.37,418.30,416.45,417.38,44603358
2023-04-20,416.97,418.16,415.80,416.98,35920982
2023-04-21,416.41,417.80,415.02,416.41,36994818
2023-04-24,415.69,417.23,414.15,415.69,37820276
2023-04-25,414.83,416.46,413.20,414.83,38408208
2023-04-26,413.84,415.50,412.18,413.84,38784233
2023-04-27,412.76,414.37,411.14,412.75,38987149
2023-04-28,411.59,413.10,410.07,411.58,39066513
2023-05-01,410.37,411.71,409.02,410.36,39079567
2023-05-02,409.12,410.25,407.98,409.11,40912326
2023-05-03,407.87,408.73,406.99,407.85,42847495
2023-05-04,406.64,407.21,406.05,406.62,34667797
2023-05-05,405.45,405.71,405.18,405.44,36322227
2023-05-08,404.34,404.41,404.25,404.32,37770098
2023-05-09,403.31,403.70,402.91,403.30,38983562
2023-05-10,402.40,403.09,401.70,402.38,39949347
2023-05-11,401.62,402.58,400.64,401.60,40669581
2023-05-12,400.98,402.18,399.76,400.96,41161658
2023-05-15,400.50,401.88,399.09,400.48,41457159
2023-05-16,400.18,401.69,398.64,400.16,41599886
2023-05-17,400.03,401.61,398.42,400.01,41643139
2023-05-18,400.05,401.65,398.43,400.03,32353594
2023-05-19,400.24,401.79,398.68,400.23,34328344
2023-05-22,400.61,402.03,399.16,400.59,36220503
2023-05-23,401.13,402.38,399.86,401.11,37974602
2023-05-24,401.80,402.83,400.75,401.78,39543755
2023-05-25,402.61,403.38,401.82,402.59,40892574
2023-05-26,403.54,404.01,403.05,403.53,41999372
2023-05-29,404.57,404.73,404.40,404.56,42857508
2023-05-30,405.68,405.84,405.51,405.67,43475803
2023-05-31,406.85,407.34,406.37,406.85,43877989
2023-06-01,408.06,408.85,407.28,408.06,34101236
2023-06-02,409.29,410.34,408.23,409.29,34193838
2023-06-05,410.50,411.79,409.21,410.50,34212213
2023-06-06,411.67,413.15,410.21,411.68,35782605
2023-06-07,412.79,414.39,411.20,412.80,37728766
2023-06-08,413.82,415.48,412.17,413.83,39567440
2023-06-09,414.75,416.41,413.10,414.76,41246483
2023-06-12,415.55,417.14,413.98,415.57,42723676
2023-06-13,416.22,417.68,414.78,416.24,43969349
2023-06-14,416.73,418.00,415.49,416.76,44968226
2023-06-15,417.08,418.11,416.08,417.11,35720379
2023-06-16,417.26,418.01,416.55,417.30,36241216
2023-06-19,417.28,417.72,416.88,417.32,36560531
2023-06-20,417.12,417.24,417.05,417.17,36720643
2023-06-21,416.80,417.11,416.54,416.85,36773775
2023-06-22,416.32,416.96,415.74,416.38,37221202
2023-06-23,415.71,416.64,414.82,415.76,39202427
2023-06-26,414.96,416.16,413.82,415.02,41108891
2023-06-27,414.10,415.52,412.75,414.17,42884234
2023-06-28,413.16,414.74,411.64,413.23,44480249
2023-06-29,412.14,413.83,410.53,412.22,35859879
2023-06-30,411.09,412.81,409.45,411.17,36999521
2023-07-03,410.02,411.71,408.41,410.10,37890492
2023-07-04,408.95,410.55,407.44,409.03,38539571
2023-07-05,407.92,409.36,406.56,408.00,38968576
2023-07-06,406.94,408.17,405.79,407.03,39213010
2023-07-07,406.04,407.02,405.14,406.13,39319849
2023-07-10,405.24,405.94,404.63,405.33,39344627
2023-07-11,404.55,404.95,404.26,404.65,40652022
2023-07-12,404.01,404.13,403.98,404.11,42608132
2023-07-13,403.61,404.06,403.26,403.71,34464256
2023-07-14,403.38,404.13,402.72,403.48,36167165
2023-07-17,403.31,404.35,402.38,403.42,37673155
2023-07-18,403.42,404.71,402.24,403.53,38950765
2023-07-19,403.71,405.19,402.33,403.82,39982736
2023-07-20,404.17,405.80,402.65,404.28,40767080
2023-07-21,404.80,406.52,403.20,404.92,41317205
2023-07-24,405.60,407.34,403.98,405.72,41661082
2023-07-25,406.55,408.24,404.97,406.67,41839506
2023-07-26,407.63,409.23,406.16,407.75,41903559
2023-07-27,408.84,410.27,407.53,408.96,32088567
2023-07-28,410.15,411.36,409.06,410.27,34075187
2023-07-31,411.54,412.49,410.72,411.66,35994957
2023-08-01,412.99,413.64,412.46,413.11,37790690
2023-08-02,414.47,414.80,414.26,414.60,39412911
2023-08-03,415.96,416.21,415.84,416.08,40822935
2023-08-04,417.43,418.01,416.98,417.56,41995266
2023-08-07,418.86,419.75,418.09,418.99,42919192
2023-08-08,420.22,421.40,419.17,420.34,43599441
2023-08-09,421.49,422.91,420.19,421.61,44055894
2023-08-10,422.64,424.25,421.15,422.76,34322346
2023-08-11,423.66,425.40,422.04,423.78,34444406
2023-08-14,424.53,426.34,422.84,424.65,34476660
2023-08-15,425.23,427.04,423.54,425.34,35520721
2023-08-16,425.75,427.49,424.13,425.86,37485728
2023-08-17,426.09,427.69,424.60,426.20,39358359
2023-08-18,426.24,427.65,424.94,426.35,41084359
2023-08-21,426.21,427.37,425.15,426.31,42618588
2023-08-22,425.99,426.86,425.22,426.09,43927831
2023-08-23,425.60,426.15,425.15,425.70,44992860
2023-08-24,425.05,425.26,424.94,425.15,35809633
2023-08-25,424.35,424.67,424.13,424.45,36389541
2023-08-28,423.53,424.18,422.98,423.62,36758704
2023-08-29,422.60,423.55,421.74,422.69,36956344
2023-08-30,421.59,422.80,420.46,421.67,37032348
2023-08-31,420.52,421.95,419.17,420.60,37044165
2023-09-01,419.41,421.01,417.89,419.49,38946762
2023-09-04,418.30,420.00,416.67,418.37,40878826
2023-09-05,417.21,418.94,415.54,417.27,42694073
2023-09-06,416.15,417.86,414.51,416.21,44341815
2023-09-07,415.17,416.78,413.61,415.22,35781780
2023-09-08,414.27,415.72,412.87,414.32,36986612
2023-09-11,413.48,414.72,412.28,413.53,37943576
2023-09-12,412.81,413.80,411.87,412.86,38655347
2023-09-13,412.29,412.98,411.63,412.33,39139846
2023-09-14,411.91,412.29,411.57,411.95,39429125
2023-09-15,411.70,411.75,411.69,411.74,39567373
2023-09-18,411.66,412.00,411.34,411.69,39608169
2023-09-19,411.78,412.43,411.15,411.81,40388847
2023-09-20,412.07,413.01,411.15,412.09,42361688
2023-09-21,412.52,413.72,411.35,412.54,34249865
2023-09-22,413.13,414.53,411.75,413.15,35998156
2023-09-25,413.89,415.44,412.35,413.90,37560037
2023-09-26,414.77,416.41,413.14,414.78,38900572
2023-09-27,415.77,417.43,414.10,415.77,39998588
2023-09-28,416.86,418.49,415.23,416.86,40847991
2023-09-29,418.03,419.55,416.50,418.02,41458145
2023-10-02,419.24,420.61,417.87,419.24,41853288
2023-10-03,420.48,421.63,419.33,420.48,42071027
2023-10-04,421.73,422.61,420.84,421.72,42160000
2023-10-05,422.95,423.53,422.36,422.94,32176850
2023-10-06,424.12,424.37,423.86,424.11,33817295
2023-10-09,425.22,425.31,425.12,425.21,35760626
2023-10-10,426.22,426.64,425.78,426.20,37594489
2023-10-11,427.10,427.85,426.34,427.09,39267039
2023-10-12,427.85,428.89,426.80,427.83,40736461
2023-10-13,428.44,429.73,427.14,428.42,41973568
2023-10-16,428.87,430.36,427.36,428.85,42963617
2023-10-17,429.12,430.75,427.47,429.10,43707228
2023-10-18,429.19,430.89,427.46,429.17,44220342
2023-10-19,429.07,430.78,427.34,429.05,34533230
2023-10-20,428.77,430.42,427.10,428.75,34688614
2023-10-23,428.30,429.82,426.76,428.28,34739008
2023-10-24,427.66,428.99,426.31,427.64,35256545
2023-10-25,426.87,427.95,425.76,426.85,37236148
2023-10-26,425.94,426.74,425.11,425.92,39138893
2023-10-27,424.89,425.38,424.39,424.87,40908652
2023-10-30,423.75,423.90,423.58,423.73,42497566
2023-10-31,422.53,422.72,422.34,422.52,43869017
2023-11-01,421.28,421.79,420.75,421.26,44999912
2023-11-02,420.00,420.81,419.17,419.99,35882112
2023-11-03,418.72,419.81,417.63,418.72,36522940
2023-11-06,417.48,418.80,416.16,417.48,36944730
2023-11-07,416.30,417.79,414.80,416.29,37183430
2023-11-08,415.19,416.80,413.59,415.19,37286375
2023-11-09,414.19,415.85,412.54,414.19,37309339
2023-11-10,413.31,414.96,411.67,413.32,38686928
2023-11-13,412.57,414.14,411.01,412.58,40640487
2023-11-14,411.99,413.42,410.57,412.00,42492048
2023-11-15,411.57,412.81,410.35,411.59,44188666
2023-11-16,411.33,412.33,410.36,411.35,35687028
2023-11-17,411.27,411.99,410.58,411.30,36956148
2023-11-20,411.40,411.81,411.02,411.43,37979294
2023-11-21,411.70,411.79,411.65,411.74,38755027
2023-11-22,412.19,412.50,411.91,412.23,39297291
2023-11-23,412.84,413.48,412.25,412.88,39634545
2023-11-24,413.66,414.59,412.77,413.70,39807995
2023-11-27,414.62,415.82,413.46,414.66,39869033
2023-11-28,415.70,417.12,414.33,415.75,40123960
2023-11-29,416.90,418.49,415.36,416.95,42109247
2023-11-30,418.18,419.88,416.54,418.24,34025566
2023-12-01,419.53,421.27,417.85,419.59,35815945
2023-12-04,420.92,422.64,419.27,420.99,37431243
2023-12-05,422.32,423.95,420.76,422.39,38833202
2023-12-06,423.71,425.19,422.31,423.79,39996832
2023-12-07,425.07,426.34,423.88,425.15,40911957
2023-12-08,426.36,427.38,425.44,426.45,41583857
2023-12-11,427.57,428.29,426.95,427.66,42032929
2023-12-12,428.67,429.06,428.38,428.77,42293428
2023-12-13,429.65,429.79,429.60,429.74,42411333
2023-12-14,430.48,430.96,430.09,430.58,32441489
2023-12-15,431.15,431.96,430.44,431.25,33555805
2023-12-18,431.65,432.77,430.64,431.76,35518542
2023-12-19,431.97,433.36,430.70,432.08,37386864
2023-12-20,432.12,433.71,430.64,432.23,39106781
